location;iso_code;date;pessoas totalmente vacinada;vacinas diarias
Brazil;BRA;28/12/2022;;17151
Brazil;BRA;29/12/2022;174886102;16635
Brazil;BRA;30/12/2022;174886846;16629
Brazil;BRA;31/12/2022;174887915;8706
Brazil;BRA;01/01/2023;174887956;6495
Brazil;BRA;02/01/2023;;11832
Brazil;BRA;03/01/2023;174905276;14895
Brazil;BRA;04/01/2023;174908749;15607
Brazil;BRA;05/01/2023;;143749
Brazil;BRA;06/01/2023;175264709;273243
Brazil;BRA;07/01/2023;175274334;279768
Brazil;BRA;08/01/2023;175279398;283507
Brazil;BRA;09/01/2023;175279413;277717
Brazil;BRA;10/01/2023;175279920;272022
Brazil;BRA;11/01/2023;175284167;271346
Brazil;BRA;12/01/2023;175284836;141856
Brazil;BRA;13/01/2023;175285483;12351
Brazil;BRA;14/01/2023;175285875;5749
Brazil;BRA;15/01/2023;175286048;2052
Brazil;BRA;16/01/2023;175286061;2052
Brazil;BRA;17/01/2023;175319080;35561
Brazil;BRA;18/01/2023;175319625;34153
Brazil;BRA;19/01/2023;175320288;35151
Brazil;BRA;20/01/2023;;40476
Brazil;BRA;21/01/2023;175337604;45848
Brazil;BRA;22/01/2023;175337630;45806
Brazil;BRA;23/01/2023;;46290
Brazil;BRA;24/01/2023;175344352;13170
Brazil;BRA;25/01/2023;175494157;130011
Brazil;BRA;26/01/2023;175503128;133507
Brazil;BRA;27/01/2023;175510418;138507
Brazil;BRA;28/01/2023;175510648;133106
Brazil;BRA;29/01/2023;175510697;133105
Brazil;BRA;30/01/2023;;132792
Brazil;BRA;31/01/2023;175512132;132480
Brazil;BRA;01/02/2023;;19100
Brazil;BRA;02/02/2023;175525337;18043
Brazil;BRA;03/02/2023;175607559;53497
Brazil;BRA;04/02/2023;175608412;53736
Brazil;BRA;05/02/2023;175608808;53850
Brazil;BRA;06/02/2023;;58668
Brazil;BRA;07/02/2023;175625420;63486
Brazil;BRA;08/02/2023;175627190;60371
Brazil;BRA;09/02/2023;;69507
Brazil;BRA;10/02/2023;;36315
Brazil;BRA;11/02/2023;175693114;48738
Brazil;BRA;12/02/2023;;54451
Brazil;BRA;13/02/2023;175709963;55290
Brazil;BRA;14/02/2023;175711318;50888
Brazil;BRA;15/02/2023;175719644;57366
Brazil;BRA;16/02/2023;175721908;45484
Brazil;BRA;17/02/2023;175722993;33203
Brazil;BRA;18/02/2023;;20496
Brazil;BRA;19/02/2023;175723093;14674
Brazil;BRA;20/02/2023;175723112;8846
Brazil;BRA;21/02/2023;175827680;85751
Brazil;BRA;22/02/2023;;79121
Brazil;BRA;23/02/2023;;78602
Brazil;BRA;24/02/2023;175829569;78480
Brazil;BRA;25/02/2023;;79269
Brazil;BRA;26/02/2023;175832576;80059
Brazil;BRA;27/02/2023;;93077
Brazil;BRA;28/02/2023;175879810;28603
Brazil;BRA;01/03/2023;;30444
Brazil;BRA;02/03/2023;175886999;32285
Brazil;BRA;03/03/2023;175893558;36072
Brazil;BRA;04/03/2023;175895897;36642
Brazil;BRA;05/03/2023;175895930;35849
Brazil;BRA;06/03/2023;;23621
Brazil;BRA;07/03/2023;175899966;11394
Brazil;BRA;08/03/2023;175904530;10742
Brazil;BRA;09/03/2023;;24940
Brazil;BRA;10/03/2023;175955265;37194
Brazil;BRA;11/03/2023;176057109;101502
Brazil;BRA;12/03/2023;;103453
Brazil;BRA;13/03/2023;176062834;104616
Brazil;BRA;14/03/2023;176110283;129421
Brazil;BRA;15/03/2023;;132599
Brazil;BRA;16/03/2023;176110664;120926
Brazil;BRA;17/03/2023;;113268
Brazil;BRA;18/03/2023;176144807;56286
Brazil;BRA;19/03/2023;176145203;54435
Brazil;BRA;20/03/2023;;56017
Brazil;BRA;21/03/2023;176157535;33957
Brazil;BRA;22/03/2023;176164186;32730
